Tags,Article Content,Date posted,Author
Caged parrot will remain caged: Sibal on CBI chief's removal,"After Alok Verma was removed from the post of CBI Director by a panel led by Prime Minister Narendra Modi, Congress leader Kapil Sibal tweeted, ""The caged parrot will remain caged."" He added that the panel feared ""the parrot might spill the beans by parroting the goings on"". Verma was transferred to the post of Director General, fire services.",11 Jan,Ankush Verma
"Piyush takes jibe at Cong leader, calls him 'man of consistency'","After Alok Verma was removed from post of CBI Director by a PM-led committee, Railway Minister Piyush Goyal called Congress leader Mallikarjun Kharge a ""man of amazing consistency"". Goyal said, ""When Shri Alok Verma was appointed CBI chief by the selection committee, he dissented. Now, when Shri Alok Verma has been removed by the same selection committee, he has dissented.""",11 Jan,Krishna Veera Vanamali
Gunneswaran 3rd Indian in 5 yrs to play in a Grand Slam,"Indian tennis player Prajnesh Gunneswaran, who has qualified for the main draw of the Australian Open 2019, is set to become only the third Indian tennis player in the last five years to play in a Grand Slam. The Indian has secured himself AUD 40,000 for his qualification round wins and is assured AUD 75,000 from his main draw participation.",11 Jan,Krishna Veera Vanamali
"PM Modi isn't Vajpayee, DMK will never ally with BJP: Stalin","DMK President MK Stalin on Friday said, ""DMK will never align with BJP, and (PM Narendra) Modi is not (Atal Bihari) Vajpayee."" He further termed an alliance under PM Modi ""not a healthy alliance"" and said, ""It is an irony that PM Modi compares himself with Vajpayee."" This comes after PM Modi said BJP's doors were ""always open"" for alliances.",11 Jan,Krishna Veera Vanamali
Kuldeep Singh Rathore named chief of Himachal Congress,"Senior Congress leader Kuldeep Singh Rathore was appointed as the president of the Himachal Pradesh Congress Committee on Thursday. Rathore, who is an advocate by profession, is a former general secretary of the party but has never been an MLA. He has replaced Sukhvinder Singh Sukhu, whose ouster was reportedly demanded by former Chief Minister Virbhadra Singh last year. ",11 Jan,Krishna Veera Vanamali
Driver's error capsized boat carrying Maha officials: Report,"The capsizing of the boat carrying Maharashtra government officials to Shivaji Memorial, that killed one in October 2018, was due to ""human error"", Maharashtra Maritime Board officials said. The incident happened as the driver took a shorter, wrong route and went too close to the rocks, officials added. The boat was reportedly overcrowded and didn't have adequate life jackets. ",11 Jan,Deepshikha Yadav
"Man held for duping 2,000 people using PM Modi's pics","Delhi police arrested a 57-year-old man after he duped over 2,000 people of over ₹3 crore on the pretext of providing cheap houses under the Pradhan Mantri Awas Yojana. The accused created a fake website and was using pictures of PM Narendra Modi to lure his victims, police said. He had also duped four advertising companies of ₹1 crore.",11 Jan,Deepshikha Yadav
Russian artist jailed for setting fire to Bank of France,"A French court jailed exiled Russian artist Pyotr Pavlensky for setting fire to the facade of a Bank of France building in 2017. Pavlensky received a one-year jail term and two years suspended but was allowed to walk free, having served 11 months in custody. Pavlensky said he'd targeted the bank as it ""remains a symbol of occupation for Paris"".",11 Jan,Deepshikha Yadav
Delhi HC refuses to cancel bribery case against CBI No. 2 Asthana,"The Delhi High Court has refused to cancel the bribery case against CBI No. 2 Rakesh Asthana. The court directed the CBI to conduct the investigation in 10 weeks and submit a charge sheet. In his petition, Asthana had challenged the FIR saying it was motivated at the behest of Alok Verma, who was removed as the CBI Director yesterday.",11 Jan,Ankush Verma
Gurmeet Ram Rahim convicted for murder of journalist in 2002,The CBI court in Panchkula has convicted Dera Sacha Sauda's Gurmeet Ram Rahim for ordering the killing of journalist Ram Chander in 2002. Chander's newspaper 'Poora Sach' had published an anonymous letter alleging how women sadhvis in the dera were raped by Ram Rahim. Ram Rahim is currently serving a 20-year prison term for raping two of his women followers.,11 Jan,Ankush Verma
Scoring error led to Pakistani batsman getting run-out on 499,"Pakistan's Hanif Mohammad got run-out on 499 in a first-class match on January 11, 1959, due to a scoring error. The scoreboard showed Hanif on 496 instead of 498 before the third day's second-last ball. Wanting to reach 500 off the last ball to give his captain the option to declare overnight, Hanif got run-out while attempting the second run. ",11 Jan,Ankush Verma
"Pandya, Rahul can be suspended till further action: BCCI legal cell","The BCCI's legal cell has said cricketers Hardik Pandya and KL Rahul's comments on women in Koffee with Karan don't fall under the 'Code of Conduct' ambit, but CoA can suspend them and conduct inquiry. The legal cell also recommended appointment of an ad hoc Ombdusman to investigate the matter. This comes after CoA member Diana Edulji sought legal opinion.",11 Jan,Ankush Verma
"Rahul, Pandya have understood magnitude of what's happened: Kohli","Reacting to Hardik Pandya and KL Rahul's comments on women in 'Koffee with Karan', India captain Virat Kohli said the Indian cricket team ""doesn't align with those views and those are purely individual views"". He added  Rahul and Pandya have understood the magnitude of what has happened and it has been communicated to them that their comments are not acceptable.",11 Jan,Anmol Sharma
"Her eyes were open, she knew it was me: Cricketer denies rape charge","Australia-born county cricketer Alex Hepburn, accused of raping a sleeping woman shortly after she had sex with his ex-teammate Joe Clarke over a WhatsApp 'sex conquest game', broke down while denying the allegations in court. Hepburn claimed her eyes were open and sex was consensual. He added when she got up, she said, ""You just raped me you sick bastard.""",11 Jan,Anmol Sharma
1984 riot culprits must be punished regardless of identity: Rahul,"Referring to the 1984 anti-Sikh riots, Congress President Rahul Gandhi said, ""Anybody, regardless of where he comes from, if he has harmed members of the minority community, he should be punished."" He added, ""The legal system will make sure that the justice is done and we will allow the justice system to work."" ",11 Jan,Anmol Sharma
Chhattisgarh becomes 3rd state to bar CBI from probing cases,"After Andhra Pradesh and West Bengal, Chhattisgarh has become the third state to withdraw the General Consent given to CBI to probe cases in the state. The state has informed the Department of Personnel and Training and the Union Ministry of Home Affairs of the decision. The CBI must now seek permission before investigating any fresh cases in Chhattisgarh. ",11 Jan,Anmol Sharma
Mutilated body of 15-yr-old WB girl found hanging from tree,"A partially mutilated body of a 15-year-old girl was found hanging from a tree in Malda district, West Bengal on Thursday. A police official said there were signs of physical struggle and the girl, who had been staying alone at home for a few days, had injuries all over her body. Her family has claimed she was raped. ",11 Jan,Anmol Sharma
"Man killed nephew, buried him in balcony & planted saplings: Police","The Delhi Police has arrested Odisha's 37-year-old techie Bijay Kumar Maharana, who allegedly killed his nephew in 2016 in Delhi, buried his body in the soil in his balcony and planted saplings on it. Bijay was upset over his nephew Jai Prakash's friendship with his girlfriend. He smashed Jai's head with a ceiling fan's motor when he was sleeping. ",11 Jan,Anmol Sharma
"Keep trying, miracles do happen: SC on Meghalaya mine rescue effort","The Supreme Court on Friday asked the Centre and the Meghalaya government to take help of experts and continue efforts to rescue 15 miners trapped in an illegal coal mine in Meghalaya's East Jaintia Hills since December 13. ""Carry on with your rescue efforts, what if all or at least some are still alive? Miracles do happen,"" the SC said.",11 Jan,Anmol Sharma
